index, x, y, layer, weight, rho, delta, nh, isSeed, clusterId
25552, -58.100, -60.440, 25, 1.000, 46.000,  3.35, 25055, 0, 190
25553, -3.850, 13.160, 25, 1.000, 26.000,   3.7, 25038, 0, 193
25554, 163.720, -119.440, 25, 1.000, 60.500,  9.15, 25480, 0, 181
25555, -152.140, 88.240, 25, 1.000, 17.500, 0.795, 25472, 0, 190
25556, -85.560, 3.010, 25, 1.000, 64.500,  2.34, 25710, 0, 190
25557, 46.080, 36.470, 25, 1.000, 4.000,  12.4, 25901, 0, 181
25558, -110.590, 9.060, 25, 1.000, 58.000,  6.11, 25796, 0, 190
25559, 145.880, -97.930, 25, 1.000, 57.500,   2.7, 25737, 0, 181
25560, -31.350, 36.260, 25, 1.000, 45.500,  4.69, 25432, 0, 193
25561, 189.490, -173.210, 25, 1.000, 34.500,  1.84, 25781, 0, 181
25562, -111.470, -11.170, 25, 1.000, 51.500, 0.219, 25563, 0, 190
25563, -111.620, -11.330, 25, 1.000, 51.500,  3.13, 25366, 0, 190
25564, 150.570, -110.340, 25, 1.000, 64.000,  7.77, 25743, 0, 181
25565, -64.060, 83.800, 25, 1.000, 70.500,  1.35, 25756, 0, 193
25566, 109.910, -74.260, 25, 1.000, 55.000,  2.75, 25651, 0, 181
25567, 100.640, -61.970, 25, 1.000, 51.000,  1.47, 25717, 0, 181
25568, 159.730, -161.610, 25, 1.000, 44.000,  3.96, 25640, 0, 181
25569, 154.110, -138.620, 25, 1.000, 57.000,  1.68, 25627, 0, 181
25570, 120.490, -89.760, 25, 1.000, 61.000,  3.04, 25190, 0, 181
25571, -74.060, -25.020, 25, 1.000, 63.000,  7.14, 25180, 0, 190
25572, -38.620, -75.080, 25, 1.000, 33.500,  4.89, 25262, 0, 190
25573, -84.350, -22.690, 25, 1.000, 66.000,  4.57, 25320, 0, 190
25574, -61.250, -33.280, 25, 1.000, 54.000,  5.17, 25635, 0, 190
25575, -79.760, -11.460, 25, 1.000, 66.500,  8.66, 25704, 0, 190
25576, -39.340, -96.070, 25, 1.000, 23.500,  11.3, 25156, 0, 190
25577, -29.050, -19.380, 25, 1.000, 24.000,  15.7, 25030, 0, 193
25578, -28.630, -37.620, 25, 1.000, 27.500,   9.8, 25736, 0, 190
25579, 71.170, 8.430, 25, 1.000, 12.500,  14.4, 25171, 0, 181
25580, 146.560, -145.110, 25, 1.000, 48.500,  9.51, 25451, 0, 181
25581, -78.490, -1.300, 25, 1.000, 64.500,  6.47, 25118, 0, 190
25582, -89.830, -18.360, 25, 1.000, 63.500,     1, 25246, 0, 190
25583, -124.960, 159.640, 25, 1.000, 24.500,  9.34, 25388, 0, 193
25584, 112.780, -73.730, 25, 1.000, 56.000,   7.4, 25108, 0, 181
25585, -31.000, 30.290, 25, 1.000, 43.000,  5.61, 25601, 0, 193
25586, -151.390, 199.880, 25, 1.000, 8.000,    17, 25007, 0, 193
25587, -122.250, 11.410, 25, 1.000, 56.000,  4.08, 25496, 0, 190
25588, -49.900, 83.410, 25, 1.000, 64.000,  3.85, 25236, 0, 193
25589, 91.160, -63.270, 25, 1.000, 43.500,  2.71, 25685, 0, 181
25590, -89.640, 122.980, 25, 1.000, 55.000,  2.83, 25207, 0, 193
25591, 161.750, -154.010, 25, 1.000, 48.000,   4.7, 25778, 0, 181
25592, -48.190, -85.700, 25, 1.000, 29.500,  4.97, 25767, 0, 190
25593, -137.390, 65.630, 25, 1.000, 31.000,   5.9, 25747, 0, 190
25594, -35.860, 60.710, 25, 1.000, 58.500,  1.77, 25669, 0, 193
25595, 152.140, -86.660, 25, 1.000, 53.500,  6.87, 25828, 0, 181
25596, -66.960, 117.060, 25, 1.000, 59.000,   4.2, 25168, 0, 193
25597, -62.770, -54.400, 25, 1.000, 48.500,  6.67, 25519, 0, 190
25598, 137.400, -90.310, 25, 1.000, 62.000,  2.24, 25179, 0, 181
25599, -31.270, 44.230, 25, 1.000, 50.000,  5.66, 25141, 0, 193
25600, 167.120, -153.780, 25, 1.000, 49.500,  4.76, 25001, 0, 181
25601, -26.570, 33.740, 25, 1.000, 43.500,  3.65, 25400, 0, 193
25602, -8.690, -103.280, 25, 1.000, 16.000,  6.84, 25656, 0, 190
25603, -25.980, -94.850, 25, 1.000, 20.500,  3.79, 25131, 0, 190
25604, -52.380, -34.950, 25, 1.000, 48.500, 0.405, 25659, 0, 190
25605, -62.090, 88.460, 25, 1.000, 72.000,  5.78, 25756, 0, 193
25606, -55.550, 68.870, 25, 1.000, 62.500,  3.15, 25224, 0, 193
25607, -95.750, 108.800, 25, 1.000, 59.500,  1.59, 25847, 0, 193
25608, -59.870, -46.950, 25, 1.000, 49.000,  1.96, 25519, 0, 190
25609, 28.820, -37.820, 25, 1.000, 6.500,  5.53, 25161, 0, 181
25610, -69.630, -36.630, 25, 1.000, 58.000,  2.08, 25876, 0, 190
25611, -47.360, -46.500, 25, 1.000, 47.000, 0.585, 25677, 0, 190
25612, -55.040, 81.330, 25, 1.000, 67.000,  3.29, 25698, 0, 193
25613, -31.690, 63.370, 25, 1.000, 56.500,  2.67, 25711, 0, 193
25614, -134.480, 88.910, 25, 1.000, 22.000,  15.5, 25953, 0, 193
25615, -51.130, -32.860, 25, 1.000, 47.000,   1.3, 25162, 0, 190
25616, 0.970, -114.740, 25, 1.000, 13.000,  12.8, 25206, 0, 190
25617, -55.870, 76.230, 25, 1.000, 63.500,  5.17, 25612, 0, 193
25618, 73.020, -28.550, 25, 1.000, 26.000,  4.84, 25791, 0, 181
25619, 135.460, -95.240, 25, 1.000, 63.000,  11.3, 25700, 0, 181
25620, -120.340, 151.500, 25, 1.000, 28.000,  1.29, 25378, 0, 193
25621, 113.550, -43.810, 25, 1.000, 43.000,  4.01, 25843, 0, 181
25622, -68.010, 71.310, 25, 1.000, 63.500,  2.72, 25124, 0, 193
25623, 156.490, -139.510, 25, 1.000, 57.000,  1.13, 25627, 0, 181
25624, 111.580, -51.350, 25, 1.000, 50.000,  7.76, 25282, 0, 181
25625, -24.770, 62.720, 25, 1.000, 48.500,  6.95, 25613, 0, 193
25626, -64.780, -45.070, 25, 1.000, 52.500,  6.21, 25234, 0, 190
25627, 155.790, -138.620, 25, 1.000, 57.500,  7.36, 25295, 0, 181
25628, 99.850, -71.790, 25, 1.000, 50.000,  3.05, 25849, 0, 181
25629, 190.250, -120.580, 25, 1.000, 31.500,   7.3, 25391, 0, 181
25630, -63.490, 102.820, 25, 1.000, 69.000,  3.53, 25442, 0, 193
25631, 230.000, -199.270, 25, 1.000, 12.000,   9.3, 25682, 0, 181
25632, -63.560, 110.430, 25, 1.000, 65.500,  6.79, 25776, 0, 193
25633, -110.520, 45.270, 25, 1.000, 45.000,  5.44, 25075, 0, 190
25634, -72.150, 81.990, 25, 1.000, 67.500,  1.41, 25046, 0, 193
25635, -66.180, -31.730, 25, 1.000, 59.000,  4.63, 25876, 0, 190
25636, -120.880, 6.900, 25, 1.000, 54.000,   1.3, 25976, 0, 190
25637, -128.220, 192.100, 25, 1.000, 11.000,  3.28, 25526, 0, 193
25638, 70.050, -15.090, 25, 1.000, 21.500,  8.29, 25527, 0, 181
25639, -80.070, -36.270, 25, 1.000, 60.000,  1.59, 25642, 0, 190
25640, 162.820, -159.140, 25, 1.000, 46.500,  5.24, 25591, 0, 181
25641, -62.810, -28.340, 25, 1.000, 58.000,  3.96, 25712, 0, 190
25642, -80.600, -34.770, 25, 1.000, 61.500,  3.92, 25511, 0, 190
25643, 140.630, -107.030, 25, 1.000, 63.500,   2.6, 25433, 0, 181
25644, -84.640, 113.850, 25, 1.000, 62.000,  1.99, 25501, 0, 193
25645, -81.290, -41.670, 25, 1.000, 55.000,  1.13, 25718, 0, 190
25646, 170.950, -133.090, 25, 1.000, 56.500,  3.18, 25026, 0, 181
25647, 96.800, -67.760, 25, 1.000, 45.500,  3.64, 25773, 0, 181
25648, 150.690, -100.770, 25, 1.000, 60.500,  1.04, 25105, 0, 181
25649, 136.520, -82.590, 25, 1.000, 60.500,  4.54, 25699, 0, 181
25650, -53.880, -93.490, 25, 1.000, 25.000,  9.65, 25592, 0, 190
25651, 111.880, -72.340, 25, 1.000, 55.000,  1.66, 25584, 0, 181
25652, -22.190, 54.980, 25, 1.000, 47.000,  4.53, 25864, 0, 193
25653, -230.000, 183.550, 25, 1.000, 1.000,  49.1, 25948, 0, 190
25654, -14.600, -88.630, 25, 1.000, 19.000,  2.94, 25266, 0, 190
25655, -106.760, 31.560, 25, 1.000, 52.000, 0.292, 25874, 0, 190
25656, -15.520, -103.580, 25, 1.000, 18.500,  6.13, 25525, 0, 190
25657, -120.850, 125.690, 25, 1.000, 41.000,  5.09, 25013, 0, 193
25658, -66.320, -35.500, 25, 1.000, 57.500,   3.5, 25610, 0, 190
25659, -52.160, -34.610, 25, 1.000, 48.500,  5.17, 25380, 0, 190
25660, -82.970, -17.030, 25, 1.000, 66.000,  1.26, 25320, 0, 190
25661, 203.350, -169.410, 25, 1.000, 28.500,  4.29, 25935, 0, 181
25662, -112.110, 49.060, 25, 1.000, 40.500,  4.11, 25633, 0, 190
25663, -113.160, 37.120, 25, 1.000, 48.000,  1.03, 25735, 0, 190
25664, -138.470, 46.450, 25, 1.000, 35.500,  5.06, 25390, 0, 190
25665, -44.060, 64.050, 25, 1.000, 63.000,  9.06, 25721, 0, 193
25666, 94.220, -20.920, 25, 1.000, 26.500,   4.9, 25485, 0, 181
25667, -84.750, 133.210, 25, 1.000, 53.500,  4.18, 25683, 0, 193
25668, 140.410, -104.580, 25, 1.000, 61.000,  1.36, 25732, 0, 181
25669, -35.760, 58.940, 25, 1.000, 58.500,  1.43, 25869, 0, 193
25670, 102.940, -82.950, 25, 1.000, 53.000,  4.66, 25462, 0, 181
25671, 98.020, -43.680, 25, 1.000, 42.500,  6.81, 25457, 0, 181
25672, 80.860, -34.460, 25, 1.000, 32.500,  6.31, 25792, 0, 181
25673, -78.360, 84.350, 25, 1.000, 69.500,  2.31, 25724, 0, 193
25674, -55.800, -55.980, 25, 1.000, 47.000,  1.36, 25218, 0, 190
25675, -19.770, 38.460, 25, 1.000, 42.500,  1.15, 25334, 0, 193
25676, -56.480, 90.240, 25, 1.000, 68.000,  3.26, 25386, 0, 193
25677, -47.920, -46.330, 25, 1.000, 47.500,  6.44, 25838, 0, 190
25678, 126.970, -104.450, 25, 1.000, 60.500,   3.3, 25349, 0, 181
25679, 149.970, -123.690, 25, 1.000, 64.500,  0.74, 25110, 0, 181
25680, 217.480, -230.000, 25, 1.000, 7.500,    12, 25897, 0, 181
25681, -111.730, 15.250, 25, 1.000, 60.000,  5.76, 25814, 0, 190
25682, 220.900, -201.190, 25, 1.000, 13.000,  9.75, 25346, 0, 181
25683, -88.850, 132.390, 25, 1.000, 55.000,  7.38, 25070, 0, 193
25684, -86.150, 106.060, 25, 1.000, 66.500,  3.08, 25078, 0, 193
25685, 92.930, -65.320, 25, 1.000, 43.500,  4.57, 25647, 0, 181
25686, -171.520, 209.650, 25, 1.000, 4.000,    19, 25512, 0, 193
25687, -100.000, 80.770, 25, 1.000, 47.000,  12.4, 25713, 0, 193
25688, -95.400, 116.310, 25, 1.000, 56.000, 0.377, 25701, 0, 193
25689, -71.940, 113.100, 25, 1.000, 63.000,  3.33, 25776, 0, 193
25690, -142.190, 32.590, 25, 1.000, 36.500,   6.8, 25377, 0, 190
25691, -83.050, 108.050, 25, 1.000, 66.000,  3.68, 25684, 0, 193
25692, -23.450, 66.670, 25, 1.000, 45.000,  4.16, 25625, 0, 193
25693, -148.550, 23.530, 25, 1.000, 23.000,  11.1, 25690, 0, 190
25694, -105.850, 135.050, 25, 1.000, 49.000,  3.14, 25697, 0, 193
25695, 138.180, -113.960, 25, 1.000, 64.000,  5.75, 25743, 0, 181
25696, -64.060, 67.830, 25, 1.000, 61.500,   3.9, 25722, 0, 193
25697, -106.380, 131.950, 25, 1.000, 51.500,  5.29, 25045, 0, 193
25698, -56.060, 84.460, 25, 1.000, 67.000,   4.9, 25766, 0, 193
25699, 132.290, -84.230, 25, 1.000, 62.500,  4.64, 25235, 0, 181
25700, 124.260, -93.760, 25, 1.000, 63.000,  6.81, 25827, 0, 181
25701, -95.470, 115.940, 25, 1.000, 57.000,  3.36, 25540, 0, 193
25702, -23.530, 41.160, 25, 1.000, 44.000,   4.3, 25894, 0, 193
25703, -180.700, 104.930, 25, 1.000, 13.000,  12.1, 25228, 0, 190
25704, -85.800, -5.250, 25, 1.000, 66.500,  84.1, 25890, 1, 0
25705, -26.730, 24.850, 25, 1.000, 41.000,  1.95, 25866, 0, 193
25706, -64.890, 75.580, 25, 1.000, 63.500,  1.04, 25481, 0, 193
25707, -60.870, -13.200, 25, 1.000, 57.500,   8.8, 25751, 0, 190
25708, -163.870, 79.320, 25, 1.000, 18.000,  7.03, 25314, 0, 190
25709, -86.860, -31.410, 25, 1.000, 61.500,  8.39, 25511, 0, 190
25710, -86.370, 0.810, 25, 1.000, 65.500,  6.09, 25704, 0, 190
25711, -33.640, 65.190, 25, 1.000, 57.500,     5, 25594, 0, 193
25712, -63.190, -24.400, 25, 1.000, 60.000,  6.68, 25488, 0, 190
25713, -87.670, 81.670, 25, 1.000, 61.500,  9.68, 25271, 0, 193
25714, -117.320, 43.720, 25, 1.000, 44.500,  3.99, 25741, 0, 190
25715, 181.990, -158.020, 25, 1.000, 46.500,  2.93, 25115, 0, 181
25716, 178.130, -145.210, 25, 1.000, 50.000,  5.17, 25034, 0, 181
25717, 100.960, -60.540, 25, 1.000, 51.000,  2.82, 25164, 0, 181
25718, -82.040, -40.820, 25, 1.000, 56.500, 0.967, 25815, 0, 190
25719, 191.110, -168.860, 25, 1.000, 36.000,  2.44, 25037, 0, 181
25720, -17.330, 24.840, 25, 1.000, 37.500,  1.19, 25087, 0, 193
25721, -52.940, 62.230, 25, 1.000, 64.000,  18.9, 25481, 0, 193
25722, -61.040, 70.290, 25, 1.000, 61.500,   1.8, 25103, 0, 193
25723, 199.620, -184.850, 25, 1.000, 27.000,  5.17, 25536, 0, 181
25724, -76.120, 84.930, 25, 1.000, 70.000,  4.95, 25294, 0, 193
25725, -91.810, 2.100, 25, 1.000, 61.500,  1.21, 25543, 0, 190
25726, 202.680, -197.000, 25, 1.000, 21.500,   8.6, 25889, 0, 181
25727, 118.100, -60.920, 25, 1.000, 52.500,   7.7, 25468, 0, 181
25728, 180.800, -171.590, 25, 1.000, 39.000,  5.33, 25341, 0, 181
25729, -60.510, -39.400, 25, 1.000, 52.000,  6.16, 25574, 0, 190
25730, 101.230, -55.430, 25, 1.000, 50.500,  5.12, 25717, 0, 181
25731, -105.510, 118.750, 25, 1.000, 55.000,  3.42, 25178, 0, 193
25732, 141.770, -104.550, 25, 1.000, 62.000,  1.12, 25880, 0, 181
25733, -91.110, 99.000, 25, 1.000, 65.500,  3.65, 25307, 0, 193
25734, 212.290, -207.810, 25, 1.000, 13.500,    11, 25539, 0, 181
25735, -112.130, 37.140, 25, 1.000, 48.000,  5.34, 25008, 0, 190
25736, -38.060, -40.280, 25, 1.000, 40.000,  5.23, 25338, 0, 190
25737, 143.400, -96.850, 25, 1.000, 60.500,  5.36, 25356, 0, 181
25738, -55.660, -26.840, 25, 1.000, 51.500,  2.06, 25854, 0, 190
25739, 127.300, -85.590, 25, 1.000, 63.500,  3.19, 25827, 0, 181
25740, -154.240, 200.730, 25, 1.000, 7.500,  2.97, 25586, 0, 193
25741, -118.650, 39.960, 25, 1.000, 46.500,     5, 25494, 0, 190
25742, 137.350, -79.210, 25, 1.000, 60.000,  2.59, 25362, 0, 181
25743, 143.920, -114.360, 25, 1.000, 64.000,  11.1, 25679, 0, 181
25744, -91.140, -36.190, 25, 1.000, 55.000,  3.53, 25092, 0, 190
25745, -125.750, 187.290, 25, 1.000, 16.000,  3.08, 25885, 0, 193
25746, -52.510, 76.800, 25, 1.000, 62.500,  2.72, 25291, 0, 193
25747, -131.800, 67.520, 25, 1.000, 31.500,  4.68, 25779, 0, 190
25748, -76.230, -17.920, 25, 1.000, 66.000,  7.06, 25320, 0, 190
25749, -112.150, 114.590, 25, 1.000, 48.000,  7.84, 25731, 0, 193
25750, -59.250, 115.820, 25, 1.000, 56.500,   6.9, 25632, 0, 193
25751, -69.610, -12.140, 25, 1.000, 62.000,  5.08, 25053, 0, 190
25752, -9.010, 22.450, 25, 1.000, 31.000,  7.92, 25870, 0, 193
25753, 164.250, -141.710, 25, 1.000, 55.500,  4.34, 25422, 0, 181
25754, -106.720, 23.720, 25, 1.000, 59.500,  4.26, 25814, 0, 190
25755, -19.140, 35.400, 25, 1.000, 42.000,  3.12, 25675, 0, 193
25756, -65.410, 83.730, 25, 1.000, 72.000, 1.84e+19, -1, 1, 0
25757, -74.950, 101.630, 25, 1.000, 71.500,  18.4, 25605, 0, 193
25758, 99.730, -63.300, 25, 1.000, 49.500,  1.61, 25567, 0, 181
25759, -37.860, 58.320, 25, 1.000, 59.000, 0.791, 25869, 0, 193
25760, 85.310, -41.780, 25, 1.000, 37.000,  5.89, 25031, 0, 181
25761, 152.760, -114.310, 25, 1.000, 63.500,  4.53, 25564, 0, 181
25762, -116.440, 193.230, 25, 1.000, 12.000,  7.18, 25139, 0, 193
25763, 137.080, -101.830, 25, 1.000, 61.000,  4.15, 25327, 0, 181
25764, -29.990, -114.900, 25, 1.000, 19.000,  13.1, 25247, 0, 190
25765, 162.660, -132.590, 25, 1.000, 59.000,  7.99, 25804, 0, 181
25766, -59.230, 80.730, 25, 1.000, 68.000,  4.43, 25783, 0, 193
25767, -43.390, -84.430, 25, 1.000, 30.000,  8.08, 25098, 0, 190
25768, -78.160, 123.960, 25, 1.000, 57.500,  4.87, 25775, 0, 193
25769, -43.680, 52.570, 25, 1.000, 57.500, 0.694, 25158, 0, 193
25770, 146.500, -125.960, 25, 1.000, 63.500,  4.15, 25679, 0, 181
25771, -60.700, 90.080, 25, 1.000, 70.000,  2.13, 25605, 0, 193
25772, -71.420, -40.140, 25, 1.000, 56.000,  3.94, 25610, 0, 190
25773, 97.670, -64.230, 25, 1.000, 48.500,  2.26, 25758, 0, 181
25774, -138.640, 68.280, 25, 1.000, 29.000,  2.93, 25593, 0, 190
25775, -79.870, 119.400, 25, 1.000, 61.000,  2.83, 25317, 0, 193
25776, -70.350, 110.170, 25, 1.000, 66.500,   3.9, 25505, 0, 193
25777, 179.380, -129.530, 25, 1.000, 51.000,  3.42, 25908, 0, 181
25778, 166.150, -152.370, 25, 1.000, 49.000,  1.71, 25600, 0, 181
25779, -131.540, 62.850, 25, 1.000, 33.500,  4.78, 25050, 0, 190
25780, -103.640, 12.990, 25, 1.000, 59.000,  2.14, 25128, 0, 190
25781, 191.070, -172.270, 25, 1.000, 34.500,  3.41, 25719, 0, 181
25782, 149.890, -130.690, 25, 1.000, 60.500,  2.75, 25295, 0, 181
25783, -63.500, 81.920, 25, 1.000, 69.000,  1.96, 25565, 0, 193
25784, -98.480, 14.710, 25, 1.000, 60.500,   2.6, 25018, 0, 190
25785, 121.840, -73.470, 25, 1.000, 61.500,  1.06, 25231, 0, 181
25786, 156.000, -142.190, 25, 1.000, 53.000,  2.72, 25623, 0, 181
25787, -97.830, -25.630, 25, 1.000, 59.000,  6.27, 25138, 0, 190
25788, 169.830, -138.320, 25, 1.000, 54.500,  2.18, 25214, 0, 181
25789, 158.930, -139.500, 25, 1.000, 56.500,  2.44, 25623, 0, 181
25790, -130.680, 41.100, 25, 1.000, 41.000,  6.31, 25817, 0, 190
25791, 75.040, -32.950, 25, 1.000, 29.000,  6.01, 25672, 0, 181
25792, 79.520, -40.630, 25, 1.000, 34.000,   5.9, 25760, 0, 181
25793, 137.080, -113.550, 25, 1.000, 63.000,  1.17, 25695, 0, 181
25794, -3.810, -132.230, 25, 1.000, 9.000,  18.1, 25616, 0, 190
25795, 210.470, -189.610, 25, 1.000, 22.000,  2.39, 25889, 0, 181
25796, -104.510, 8.460, 25, 1.000, 60.500,  4.25, 25988, 0, 190
25797, 71.060, -65.540, 25, 1.000, 24.000,  13.8, 25939, 0, 181
25798, -84.660, -40.720, 25, 1.000, 57.500,  2.26, 25815, 0, 190
25799, 219.780, -211.110, 25, 1.000, 12.000,  1.22, 25851, 0, 181
25800, -48.900, -99.970, 25, 1.000, 21.500,  8.17, 25650, 0, 190
25801, -99.260, 8.750, 25, 1.000, 60.000,  3.11, 25988, 0, 190
25802, -110.910, 106.600, 25, 1.000, 45.500,  8.09, 25749, 0, 193
25803, 124.920, -79.600, 25, 1.000, 63.000,  3.26, 25267, 0, 181
25804, 155.750, -128.570, 25, 1.000, 62.000,  1.37, 25476, 0, 181
25805, -111.060, -10.210, 25, 1.000, 51.000,  1.04, 25562, 0, 190
25806, -43.630, 83.360, 25, 1.000, 60.500,  1.44, 25155, 0, 193
25807, 133.680, -86.220, 25, 1.000, 61.000,  2.43, 25699, 0, 181
25808, -99.300, -12.690, 25, 1.000, 62.000,  1.41, 25111, 0, 190
25809, -38.620, 61.580, 25, 1.000, 61.000,   3.4, 25219, 0, 193
25810, -101.980, 116.360, 25, 1.000, 56.500,  6.52, 25701, 0, 193
25811, 98.730, -79.060, 25, 1.000, 49.500,  5.73, 25670, 0, 181
25812, -64.020, 79.150, 25, 1.000, 68.500,  2.82, 25783, 0, 193
25813, -76.260, -26.540, 25, 1.000, 62.500,  2.67, 25571, 0, 190
25814, -109.640, 20.620, 25, 1.000, 61.000,  12.7, 25988, 0, 190
25815, -82.520, -39.980, 25, 1.000, 57.500,  4.45, 25639, 0, 190
25816, -92.240, 9.420, 25, 1.000, 59.500,  6.58, 25464, 0, 190
25817, -124.750, 38.940, 25, 1.000, 46.000,  2.02, 25494, 0, 190
25818, -128.370, 30.440, 25, 1.000, 47.000,  4.72, 25436, 0, 190
25819, 106.920, -72.130, 25, 1.000, 54.500,  3.67, 25566, 0, 181
25820, -34.460, 26.450, 25, 1.000, 42.000,  5.17, 25585, 0, 193
25821, -133.630, 42.850, 25, 1.000, 38.500,  3.43, 25790, 0, 190
25822, -22.320, -106.690, 25, 1.000, 18.500,  4.58, 25525, 0, 190
25823, 201.200, -223.140, 25, 1.000, 11.000,  7.63, 25871, 0, 181
25824, 120.920, -96.950, 25, 1.000, 59.500,  3.74, 25482, 0, 181
25825, -107.250, -36.150, 25, 1.000, 36.000,  14.1, 25787, 0, 190
25826, -157.830, 67.130, 25, 1.000, 23.000,  6.55, 25148, 0, 190
25827, 124.410, -86.950, 25, 1.000, 63.500,  7.25, 25267, 0, 181
25828, 153.160, -93.450, 25, 1.000, 55.000,  5.93, 25345, 0, 181
25829, -73.000, -47.860, 25, 1.000, 51.500,  4.52, 25333, 0, 190
25830, -27.780, 42.150, 25, 1.000, 47.500,  4.06, 25599, 0, 193
25831, 63.240, 11.700, 25, 1.000, 9.000,  8.58, 25579, 0, 181
25832, -124.290, 70.710, 25, 1.000, 31.000,  8.16, 25747, 0, 190
25833, -79.660, 2.710, 25, 1.000, 60.500,  1.27, 25397, 0, 190
25834, 148.250, -115.060, 25, 1.000, 63.000,  4.39, 25743, 0, 181
25835, -114.240, 53.920, 25, 1.000, 35.500,  5.31, 25662, 0, 190
25836, 166.740, -168.460, 25, 1.000, 43.000,  6.55, 25545, 0, 181
25837, -47.150, 75.850, 25, 1.000, 63.500,  2.49, 25067, 0, 193
25838, -54.250, -47.490, 25, 1.000, 51.000,  8.26, 25121, 0, 190
25839, -114.710, 7.520, 25, 1.000, 57.500,   4.4, 25558, 0, 190
25840, 120.000, -100.280, 25, 1.000, 59.000,  3.09, 25405, 0, 181
25841, 192.810, -183.380, 25, 1.000, 28.000,  5.92, 25845, 0, 181
25842, -48.000, 42.900, 25, 1.000, 54.500,  2.89, 25337, 0, 193
25843, 115.630, -47.240, 25, 1.000, 45.000,  5.77, 25624, 0, 181
25844, -86.940, -1.020, 25, 1.000, 63.500, 0.381, 25300, 0, 190
25845, 197.330, -179.550, 25, 1.000, 28.000,   9.6, 25781, 0, 181
25846, -49.060, -73.960, 25, 1.000, 36.000,  6.94, 25153, 0, 190
25847, -94.510, 109.800, 25, 1.000, 61.000,  3.55, 25238, 0, 193
25848, 53.210, -15.630, 25, 1.000, 15.000,   3.6, 25850, 0, 181
25849, 101.740, -69.390, 25, 1.000, 51.000,  4.64, 25895, 0, 181
25850, 55.740, -18.190, 25, 1.000, 16.500,  14.6, 25638, 0, 181
25851, 220.950, -211.450, 25, 1.000, 12.000,  9.39, 25734, 0, 181
25852, -150.690, 83.540, 25, 1.000, 19.000,  13.3, 25532, 0, 190
25853, -129.060, 54.700, 25, 1.000, 36.000,  3.58, 25091, 0, 190
25854, -57.060, -25.330, 25, 1.000, 54.000,   6.2, 25712, 0, 190
25855, -130.060, 46.460, 25, 1.000, 38.500,   5.4, 25790, 0, 190
25856, 165.190, -147.480, 25, 1.000, 53.500,  3.91, 25201, 0, 181
25857, 35.730, -33.540, 25, 1.000, 8.500,  13.3, 25319, 0, 181
25858, -35.470, 34.090, 25, 1.000, 45.000,  4.66, 25560, 0, 193
25859, -181.590, 117.760, 25, 1.000, 10.500,  3.34, 25259, 0, 190
25860, 115.260, -87.220, 25, 1.000, 62.000,  4.78, 25080, 0, 181
25861, 147.400, -102.500, 25, 1.000, 62.000,   2.7, 25434, 0, 181
25862, 159.250, -143.800, 25, 1.000, 53.000,  4.31, 25789, 0, 181
25863, 141.890, -116.420, 25, 1.000, 62.500,  2.89, 25743, 0, 181
25864, -19.780, 51.150, 25, 1.000, 47.000,  10.4, 25278, 0, 193
25865, -42.200, 82.830, 25, 1.000, 59.500, 0.519, 25155, 0, 193
25866, -25.790, 26.560, 25, 1.000, 41.500,  3.83, 25400, 0, 193
25867, 2.620, 8.960, 25, 1.000, 23.000,  7.71, 25553, 0, 193
25868, -127.270, 144.270, 25, 1.000, 25.500,  6.26, 25086, 0, 193
25869, -37.070, 58.360, 25, 1.000, 59.500,  3.57, 25809, 0, 193
25870, -16.760, 20.830, 25, 1.000, 34.500,   3.9, 25255, 0, 193
25871, 208.110, -219.900, 25, 1.000, 11.000,  12.8, 25734, 0, 181
25872, -19.430, 41.230, 25, 1.000, 43.500,  2.33, 25334, 0, 193
25873, -70.230, 96.600, 25, 1.000, 71.000, 0.891, 25471, 0, 193
25874, -106.730, 31.270, 25, 1.000, 52.000,  2.47, 25243, 0, 190
25875, -70.270, -28.620, 25, 1.000, 61.500,  4.21, 25200, 0, 190
25876, -69.850, -34.560, 25, 1.000, 59.000,  2.96, 25418, 0, 190
25877, -115.720, 156.070, 25, 1.000, 29.500,  5.58, 25232, 0, 193
25878, -62.840, -56.790, 25, 1.000, 47.500,  1.33, 25027, 0, 190
25879, -99.890, -17.340, 25, 1.000, 61.000,  2.12, 25197, 0, 190
25880, 142.890, -104.520, 25, 1.000, 62.000,  3.38, 25643, 0, 181
25881, 119.780, -80.640, 25, 1.000, 63.500,  1.98, 25267, 0, 181
25882, -68.140, 65.950, 25, 1.000, 60.000,  4.49, 25696, 0, 193
25883, 81.400, -19.860, 25, 1.000, 23.000,  2.15, 25458, 0, 181
25884, -78.600, 97.730, 25, 1.000, 70.500,  5.34, 25757, 0, 193
25885, -122.840, 186.270, 25, 1.000, 16.000,    14, 25269, 0, 193
25886, -72.300, 126.320, 25, 1.000, 54.500,  5.82, 25102, 0, 193
25887, -87.520, 114.200, 25, 1.000, 62.000,  2.33, 25501, 0, 193
25888, -79.310, 107.280, 25, 1.000, 67.500,  7.14, 25757, 0, 193
25889, 208.230, -190.430, 25, 1.000, 22.000,  10.3, 25723, 0, 181
25890, -66.010, 76.490, 25, 1.000, 68.500,  5.98, 25783, 0, 193
25891, 94.410, -26.280, 25, 1.000, 30.500,  4.78, 25459, 0, 181
25892, -82.290, -24.140, 25, 1.000, 64.000,  2.52, 25573, 0, 190
